#X Y
#wavelengths, adjustedND
734.028571429 0.145421428571
734.492857143 0.145421428571
734.957142857 0.145421428571
735.421428571 0.144957142857
735.885714286 0.144957142857
736.35 0.144492857143
736.814285714 0.144492857143
737.278571429 0.144028571429
737.742857143 0.144028571429
738.207142857 0.143586
738.671428571 0.143586
739.135714286 0.143196
739.6 0.143196
740.064285714 0.142806
740.528571429 0.142806
740.992857143 0.142806
741.457142857 0.142416
741.921428571 0.142416
742.385714286 0.142026
742.85 0.142026
743.314285714 0.141636
743.778571429 0.141636
744.242857143 0.141364
744.707142857 0.141364
745.171428571 0.141104
745.635714286 0.141104
746.1 0.140844
746.564285714 0.140844
747.028571429 0.140584
747.492857143 0.140584
747.957142857 0.140584
748.421428571 0.140324
748.885714286 0.140324
749.35 0.140034857143
749.814285714 0.140034857143
750.278571429 0.139719142857
750.742857143 0.139719142857
751.207142857 0.139403428571
751.671428571 0.139403428571
752.135714286 0.139087714286
752.6 0.139087714286
753.064285714 0.138772
753.528571429 0.138772
753.992857143 0.138772
754.457142857 0.138446
754.921428571 0.138446
755.385714286 0.138056
755.85 0.138056
756.314285714 0.137666
756.778571429 0.137666
757.242857143 0.137276
757.707142857 0.137276
758.171428571 0.136886
758.635714286 0.136886
759.1 0.136496
759.564285714 0.136496
760.028571429 0.136218
760.492857143 0.136218
760.957142857 0.136218
761.421428571 0.135976571429
761.885714286 0.135976571429
762.35 0.135735142857
762.814285714 0.135735142857
763.278571429 0.135493714286
763.742857143 0.135493714286
764.207142857 0.135252285714
764.671428571 0.135252285714
765.135714286 0.134901142857
765.6 0.134901142857
766.064285714 0.134362571429
766.528571429 0.134362571429
766.992857143 0.134362571429
767.457142857 0.133824
767.921428571 0.133824
768.385714286 0.133285428571
768.85 0.133285428571
769.314285714 0.132746857143
769.778571429 0.132746857143
770.242857143 0.132208285714
770.707142857 0.132208285714
771.171428571 0.131870857143
771.635714286 0.131870857143
772.1 0.131536571429
772.564285714 0.131536571429
773.028571429 0.131202285714
773.492857143 0.131202285714
773.957142857 0.131202285714
774.421428571 0.130868
774.885714286 0.130868
775.35 0.130533714286
775.814285714 0.130533714286
776.278571429 0.130188285714
776.742857143 0.130188285714
777.207142857 0.129835428571
777.671428571 0.129835428571
778.135714286 0.129482571429
778.6 0.129482571429
779.064285714 0.129129714286
779.528571429 0.129129714286
779.992857143 0.129129714286
780.457142857 0.128776857143
780.921428571 0.128776857143
781.385714286 0.128408
781.85 0.128408
782.314285714 0.127980857143
782.778571429 0.127980857143
783.242857143 0.127553714286
783.707142857 0.127553714286
784.171428571 0.127126571429
784.635714286 0.127126571429
785.1 0.126699428571
785.564285714 0.126699428571
786.028571429 0.126272285714
786.492857143 0.126272285714
786.957142857 0.126272285714
787.421428571 0.125798857143
787.885714286 0.125798857143
788.35 0.125316
788.814285714 0.125316
789.278571429 0.124833142857
789.742857143 0.124833142857
790.207142857 0.124350285714
790.671428571 0.124350285714
791.135714286 0.123867428571
791.6 0.123867428571
792.064285714 0.123442571429
792.528571429 0.123442571429
792.992857143 0.123442571429
793.457142857 0.123089714286
793.921428571 0.123089714286
794.385714286 0.122736857143
794.85 0.122736857143
795.314285714 0.122384
795.778571429 0.122384
796.242857143 0.122031142857
796.707142857 0.122031142857
797.171428571 0.121681714286
797.635714286 0.121681714286
798.1 0.121384571429
798.564285714 0.121384571429
799.028571429 0.121087428571
799.492857143 0.121087428571
799.957142857 0.121087428571
800.421428571 0.120790285714
800.885714286 0.120790285714
801.35 0.120493142857
801.814285714 0.120493142857
802.278571429 0.120196
802.742857143 0.120196
803.207142857 0.119936571429
803.671428571 0.119936571429
804.135714286 0.119695142857
804.6 0.119695142857
805.064285714 0.119453714286
805.528571429 0.119453714286
805.992857143 0.119453714286
806.457142857 0.119212285714
806.921428571 0.119212285714
807.385714286 0.118970857143
807.85 0.118970857143
808.314285714 0.118729428571
808.778571429 0.118729428571
809.242857143 0.118488
809.707142857 0.118488
810.171428571 0.118246571429
810.635714286 0.118246571429
811.1 0.118005142857
811.564285714 0.118005142857
812.028571429 0.117763714286
812.492857143 0.117763714286
812.957142857 0.117763714286
813.421428571 0.117522285714
813.885714286 0.117522285714
814.35 0.117297714286
814.814285714 0.117297714286
815.278571429 0.117074857143
815.742857143 0.117074857143
816.207142857 0.116852
816.671428571 0.116852
817.135714286 0.116629142857
817.6 0.116629142857
818.064285714 0.116406285714
818.528571429 0.116406285714
818.992857143 0.116406285714
819.457142857 0.116125142857
819.921428571 0.116125142857
820.385714286 0.115790857143
820.85 0.115790857143
821.314285714 0.115456571429
821.778571429 0.115456571429
822.242857143 0.115122285714
822.707142857 0.115122285714
823.171428571 0.114788
823.635714286 0.114788
824.1 0.114448571429
824.564285714 0.114448571429
825.028571429 0.114077142857
825.492857143 0.114077142857
825.957142857 0.114077142857
826.421428571 0.113705714286
826.885714286 0.113705714286
827.35 0.113334285714
827.814285714 0.113334285714
828.278571429 0.112962857143
828.742857143 0.112962857143
829.207142857 0.112591428571
829.671428571 0.112591428571
830.135714286 0.112276
830.6 0.112276
831.064285714 0.111978857143
831.528571429 0.111978857143
831.992857143 0.111978857143
832.457142857 0.111681714286
832.921428571 0.111681714286
833.385714286 0.111384571429
833.85 0.111384571429
834.314285714 0.111087428571
834.778571429 0.111087428571
835.242857143 0.110824571429
835.707142857 0.110824571429
836.171428571 0.110620285714
836.635714286 0.110620285714
837.1 0.110416
837.564285714 0.110416
838.028571429 0.110211714286
838.492857143 0.110211714286
838.957142857 0.110211714286
839.421428571 0.110007428571
839.885714286 0.110007428571
840.35 0.109803142857
840.814285714 0.109803142857
841.278571429 0.109580571429
841.742857143 0.109580571429
842.207142857 0.109357714286
842.671428571 0.109357714286
843.135714286 0.109134857143
843.6 0.109134857143
844.064285714 0.108912
844.528571429 0.108912
844.992857143 0.108912
845.457142857 0.108689142857
845.921428571 0.108689142857
846.385714286 0.108477428571
846.85 0.108477428571
847.314285714 0.108273142857
847.778571429 0.108273142857
848.242857143 0.108068857143
848.707142857 0.108068857143
849.171428571 0.107864571429
849.635714286 0.107864571429
850.1 0.107660285714
850.564285714 0.107660285714
851.028571429 0.107484
851.492857143 0.107484
851.957142857 0.107484
852.421428571 0.107409714286
852.885714286 0.107409714286
853.35 0.107335428571
853.814285714 0.107335428571
854.278571429 0.107261142857
854.742857143 0.107261142857
855.207142857 0.107186857143
855.671428571 0.107186857143
856.135714286 0.107112571429
856.6 0.107112571429
857.064285714 0.106837714286
857.528571429 0.106837714286
857.992857143 0.106837714286
858.457142857 0.106522
858.921428571 0.106522
859.385714286 0.106206285714
859.85 0.106206285714
860.314285714 0.105890571429
860.778571429 0.105890571429
861.242857143 0.105574857143
861.707142857 0.105574857143
862.171428571 0.105342
862.635714286 0.105342
863.1 0.105212
863.564285714 0.105212
864.028571429 0.105082
864.492857143 0.105082
864.957142857 0.105082
865.421428571 0.104952
865.885714286 0.104952
866.35 0.104822
866.814285714 0.104822
867.278571429 0.104688571429
867.742857143 0.104688571429
868.207142857 0.104502857143
868.671428571 0.104502857143
869.135714286 0.104317142857
869.6 0.104317142857
870.064285714 0.104131428571
870.528571429 0.104131428571
870.992857143 0.104131428571
871.457142857 0.103945714286
871.921428571 0.103945714286
872.385714286 0.10376
872.85 0.10376
873.314285714 0.103574285714
873.778571429 0.103574285714
874.242857143 0.103388571429
874.707142857 0.103388571429
875.171428571 0.103202857143
875.635714286 0.103202857143
876.1 0.103017142857
876.564285714 0.103017142857
877.028571429 0.102831428571
877.492857143 0.102831428571
877.957142857 0.102831428571
878.421428571 0.102651142857
878.885714286 0.102651142857
879.35 0.102484
879.814285714 0.102484
880.278571429 0.102316857143
880.742857143 0.102316857143
881.207142857 0.102149714286
881.671428571 0.102149714286
882.135714286 0.101982571429
882.6 0.101982571429
883.064285714 0.101815428571
883.528571429 0.101815428571
883.992857143 0.101815428571
884.457142857 0.101513428571
884.921428571 0.101513428571
885.385714286 0.101197714286
885.85 0.101197714286
886.314285714 0.100882
886.778571429 0.100882
887.242857143 0.100566285714
887.707142857 0.100566285714
888.171428571 0.100250571429
888.635714286 0.100250571429
889.1 0.099964
889.564285714 0.099964
890.028571429 0.099704
890.492857143 0.099704
890.957142857 0.099704
891.421428571 0.099444
891.885714286 0.099444
892.35 0.099184
892.814285714 0.099184
893.278571429 0.098924
893.742857143 0.098924
894.207142857 0.0986691428571
894.671428571 0.0986691428571
895.135714286 0.0984462857143
895.6 0.0984462857143
896.064285714 0.0982234285714
896.528571429 0.0982234285714
896.992857143 0.0982234285714
897.457142857 0.0980005714286
897.921428571 0.0980005714286
898.385714286 0.0977777142857
898.85 0.0977777142857
899.314285714 0.0975548571429
899.778571429 0.0975548571429
900.242857143 0.097318
900.707142857 0.097318
901.171428571 0.0970765714286
901.635714286 0.0970765714286
902.1 0.0968351428571
902.564285714 0.0968351428571
903.028571429 0.0965937142857
903.492857143 0.0965937142857
903.957142857 0.0965937142857
904.421428571 0.0963522857143
904.885714286 0.0963522857143
905.35 0.0960765714286
905.814285714 0.0960765714286
906.278571429 0.0957422857143
906.742857143 0.0957422857143
907.207142857 0.095408
907.671428571 0.095408
908.135714286 0.0950737142857
908.6 0.0950737142857
909.064285714 0.0947394285714
909.528571429 0.0947394285714
909.992857143 0.0947394285714
910.457142857 0.0944051428571
910.921428571 0.0944051428571
911.385714286 0.0941805714286
911.85 0.0941805714286
912.314285714 0.0939577142857
912.778571429 0.0939577142857
913.242857143 0.0937348571429
913.707142857 0.0937348571429
914.171428571 0.093512
914.635714286 0.093512
915.1 0.0932891428571
915.564285714 0.0932891428571
916.028571429 0.0930662857143
916.492857143 0.0930662857143
916.957142857 0.0930662857143
917.421428571 0.0928434285714
917.885714286 0.0928434285714
918.35 0.0926205714286
918.814285714 0.0926205714286
919.278571429 0.0923977142857
919.742857143 0.0923977142857
920.207142857 0.0921748571429
920.671428571 0.0921748571429
921.135714286 0.09196
921.6 0.09196
922.064285714 0.0917742857143
922.528571429 0.0917742857143
922.992857143 0.0917742857143
923.457142857 0.0915885714286
923.921428571 0.0915885714286
924.385714286 0.0914028571429
924.85 0.0914028571429
925.314285714 0.0912171428571
925.778571429 0.0912171428571
926.242857143 0.0910314285714
926.707142857 0.0910314285714
927.171428571 0.0908148571429
927.635714286 0.0908148571429
928.1 0.090592
928.564285714 0.090592
929.028571429 0.0903691428571
929.492857143 0.0903691428571
929.957142857 0.0903691428571
930.421428571 0.0901462857143
930.885714286 0.0901462857143
931.35 0.0899234285714
931.814285714 0.0899234285714
932.278571429 0.0897751428571
932.742857143 0.0897751428571
