#X Y
#wavelengths, adjustedND
415.064285714 0.245636571429
415.528571429 0.245636571429
415.992857143 0.245636571429
416.457142857 0.247902285714
416.921428571 0.247902285714
417.385714286 0.250168
417.85 0.250168
418.314285714 0.252433714286
418.778571429 0.252433714286
419.242857143 0.254699428571
419.707142857 0.254699428571
420.171428571 0.256965142857
420.635714286 0.256965142857
421.1 0.257932571429
421.564285714 0.257932571429
422.028571429 0.258879714286
422.492857143 0.258879714286
422.957142857 0.258879714286
423.421428571 0.259826857143
423.885714286 0.259826857143
424.35 0.260774
424.814285714 0.260774
425.278571429 0.261721142857
425.742857143 0.261721142857
426.207142857 0.261776857143
426.671428571 0.261776857143
427.135714286 0.261238285714
427.6 0.261238285714
428.064285714 0.260699714286
428.528571429 0.260699714286
428.992857143 0.260699714286
429.457142857 0.260161142857
429.921428571 0.260161142857
430.385714286 0.259622571429
430.85 0.259622571429
431.314285714 0.259412
431.778571429 0.259412
432.242857143 0.260396285714
432.707142857 0.260396285714
433.171428571 0.261380571429
433.635714286 0.261380571429
434.1 0.262364857143
434.564285714 0.262364857143
435.028571429 0.263349142857
435.492857143 0.263349142857
435.957142857 0.263349142857
436.421428571 0.264333428571
436.885714286 0.264333428571
437.35 0.267261714286
437.814285714 0.267261714286
438.278571429 0.270586
438.742857143 0.270586
439.207142857 0.273910285714
439.671428571 0.273910285714
440.135714286 0.277234571429
440.6 0.277234571429
441.064285714 0.280558857143
441.528571429 0.280558857143
441.992857143 0.280558857143
442.457142857 0.283452285714
442.921428571 0.283452285714
443.385714286 0.285810857143
443.85 0.285810857143
444.314285714 0.288169428571
444.778571429 0.288169428571
445.242857143 0.290528
445.707142857 0.290528
446.171428571 0.292886571429
446.635714286 0.292886571429
447.1 0.294996
447.564285714 0.294996
448.028571429 0.293306
448.492857143 0.293306
448.957142857 0.293306
449.421428571 0.291616
449.885714286 0.291616
450.35 0.289926
450.814285714 0.289926
451.278571429 0.288236
451.742857143 0.288236
452.207142857 0.286546
452.671428571 0.286546
453.135714286 0.282806857143
453.6 0.282806857143
454.064285714 0.278089714286
454.528571429 0.278089714286
454.992857143 0.278089714286
455.457142857 0.273372571429
455.921428571 0.273372571429
456.385714286 0.268655428571
456.85 0.268655428571
457.314285714 0.263938285714
457.778571429 0.263938285714
458.242857143 0.259850857143
458.707142857 0.259850857143
459.171428571 0.257288
459.635714286 0.257288
460.1 0.254725142857
460.564285714 0.254725142857
461.028571429 0.252162285714
461.492857143 0.252162285714
461.957142857 0.252162285714
462.421428571 0.249599428571
462.885714286 0.249599428571
463.35 0.247036571429
463.814285714 0.247036571429
464.278571429 0.248401428571
464.742857143 0.248401428571
465.207142857 0.250165714286
465.671428571 0.250165714286
466.135714286 0.25193
466.6 0.25193
467.064285714 0.253694285714
467.528571429 0.253694285714
467.992857143 0.253694285714
468.457142857 0.255458571429
468.921428571 0.255458571429
469.385714286 0.258155428571
469.85 0.258155428571
470.314285714 0.261702571429
470.778571429 0.261702571429
471.242857143 0.265249714286
471.707142857 0.265249714286
472.171428571 0.268796857143
472.635714286 0.268796857143
473.1 0.272344
473.564285714 0.272344
474.028571429 0.275713714286
474.492857143 0.275713714286
474.957142857 0.275713714286
475.421428571 0.277979428571
475.885714286 0.277979428571
476.35 0.280245142857
476.814285714 0.280245142857
477.278571429 0.282510857143
477.742857143 0.282510857143
478.207142857 0.284776571429
478.671428571 0.284776571429
479.135714286 0.287042285714
479.6 0.287042285714
480.064285714 0.287782
480.528571429 0.287782
480.992857143 0.287782
481.457142857 0.288023428571
481.921428571 0.288023428571
482.385714286 0.288264857143
482.85 0.288264857143
483.314285714 0.288506285714
483.778571429 0.288506285714
484.242857143 0.288747714286
484.707142857 0.288747714286
485.171428571 0.288646285714
485.635714286 0.288646285714
486.1 0.287959142857
486.564285714 0.287959142857
487.028571429 0.287272
487.492857143 0.287272
487.957142857 0.287272
488.421428571 0.286584857143
488.885714286 0.286584857143
489.35 0.285897714286
489.814285714 0.285897714286
490.278571429 0.285210571429
490.742857143 0.285210571429
491.207142857 0.284066285714
491.671428571 0.284066285714
492.135714286 0.282914857143
492.6 0.282914857143
493.064285714 0.281763428571
493.528571429 0.281763428571
493.992857143 0.281763428571
494.457142857 0.280612
494.921428571 0.280612
495.385714286 0.279460571429
495.85 0.279460571429
496.314285714 0.277194857143
496.778571429 0.277194857143
497.242857143 0.274186285714
497.707142857 0.274186285714
498.171428571 0.271177714286
498.635714286 0.271177714286
499.1 0.268169142857
499.564285714 0.268169142857
500.028571429 0.265160571429
500.492857143 0.265160571429
500.957142857 0.265160571429
501.421428571 0.261804
501.885714286 0.261804
502.35 0.257179714286
502.814285714 0.257179714286
503.278571429 0.252555428571
503.742857143 0.252555428571
504.207142857 0.247931142857
504.671428571 0.247931142857
505.135714286 0.243306857143
505.6 0.243306857143
506.064285714 0.238682571429
506.528571429 0.238682571429
506.992857143 0.238682571429
507.457142857 0.234675428571
507.921428571 0.234675428571
508.385714286 0.230794
508.85 0.230794
509.314285714 0.226912571429
509.778571429 0.226912571429
510.242857143 0.223031142857
510.707142857 0.223031142857
511.171428571 0.219149714286
511.635714286 0.219149714286
512.1 0.216734857143
512.564285714 0.216734857143
513.028571429 0.216140571429
513.492857143 0.216140571429
513.957142857 0.216140571429
514.421428571 0.215546285714
514.885714286 0.215546285714
515.35 0.214952
515.814285714 0.214952
516.278571429 0.214357714286
516.742857143 0.214357714286
517.207142857 0.213955428571
517.671428571 0.213955428571
518.135714286 0.216481142857
518.6 0.216481142857
519.064285714 0.219006857143
519.528571429 0.219006857143
519.992857143 0.219006857143
520.457142857 0.221532571429
520.921428571 0.221532571429
521.385714286 0.224058285714
521.85 0.224058285714
522.314285714 0.226584
522.778571429 0.226584
523.242857143 0.22916
523.707142857 0.22916
524.171428571 0.23176
524.635714286 0.23176
525.1 0.23436
525.564285714 0.23436
526.028571429 0.23696
526.492857143 0.23696
526.957142857 0.23696
527.421428571 0.23956
527.885714286 0.23956
528.35 0.241660571429
528.814285714 0.241660571429
529.278571429 0.242552
529.742857143 0.242552
530.207142857 0.243443428571
530.671428571 0.243443428571
531.135714286 0.244334857143
531.6 0.244334857143
532.064285714 0.245226285714
532.528571429 0.245226285714
532.992857143 0.245226285714
533.457142857 0.246117714286
533.921428571 0.246117714286
534.385714286 0.245626857143
534.85 0.245626857143
535.314285714 0.244995428571
535.778571429 0.244995428571
536.242857143 0.244364
536.707142857 0.244364
537.171428571 0.243732571429
537.635714286 0.243732571429
538.1 0.243101142857
538.564285714 0.243101142857
539.028571429 0.242343428571
539.492857143 0.242343428571
539.957142857 0.242343428571
540.421428571 0.241470571429
540.885714286 0.241470571429
541.35 0.240597714286
541.814285714 0.240597714286
542.278571429 0.239724857143
542.742857143 0.239724857143
543.207142857 0.238852
543.671428571 0.238852
544.135714286 0.237994571429
544.6 0.237994571429
545.064285714 0.237233142857
545.528571429 0.237233142857
545.992857143 0.237233142857
546.457142857 0.236471714286
546.921428571 0.236471714286
547.385714286 0.235710285714
547.85 0.235710285714
548.314285714 0.234948857143
548.778571429 0.234948857143
549.242857143 0.234187428571
549.707142857 0.234187428571
550.171428571 0.233454
550.635714286 0.233454
551.1 0.232729714286
551.564285714 0.232729714286
552.028571429 0.232005428571
552.492857143 0.232005428571
552.957142857 0.232005428571
553.421428571 0.231281142857
553.885714286 0.231281142857
554.35 0.230556857143
554.814285714 0.230556857143
555.278571429 0.229846285714
555.742857143 0.229846285714
556.207142857 0.229159142857
556.671428571 0.229159142857
557.135714286 0.228472
557.6 0.228472
558.064285714 0.227784857143
558.528571429 0.227784857143
558.992857143 0.227784857143
559.457142857 0.227097714286
559.921428571 0.227097714286
560.385714286 0.226410571429
560.85 0.226410571429
561.314285714 0.225869714286
561.778571429 0.225869714286
562.242857143 0.225331142857
562.707142857 0.225331142857
563.171428571 0.224792571429
563.635714286 0.224792571429
564.1 0.224254
564.564285714 0.224254
565.028571429 0.223715428571
565.492857143 0.223715428571
565.957142857 0.223715428571
566.421428571 0.223266
566.885714286 0.223266
567.35 0.222876
567.814285714 0.222876
568.278571429 0.222486
568.742857143 0.222486
569.207142857 0.222096
569.671428571 0.222096
570.135714286 0.221706
570.6 0.221706
571.064285714 0.221328
571.528571429 0.221328
571.992857143 0.221328
572.457142857 0.220993714286
572.921428571 0.220993714286
573.385714286 0.220659428571
573.85 0.220659428571
574.314285714 0.220325142857
574.778571429 0.220325142857
575.242857143 0.219990857143
575.707142857 0.219990857143
576.171428571 0.219656571429
576.635714286 0.219656571429
577.1 0.219322285714
577.564285714 0.219322285714
578.028571429 0.218988
578.492857143 0.218988
578.957142857 0.218988
579.421428571 0.218653714286
579.885714286 0.218653714286
580.35 0.218319428571
580.814285714 0.218319428571
581.278571429 0.217985142857
581.742857143 0.217985142857
582.207142857 0.217634285714
582.671428571 0.217634285714
583.135714286 0.217262857143
583.6 0.217262857143
584.064285714 0.216891428571
584.528571429 0.216891428571
584.992857143 0.216891428571
585.457142857 0.21652
585.921428571 0.21652
586.385714286 0.216148571429
586.85 0.216148571429
587.314285714 0.215770285714
587.778571429 0.215770285714
588.242857143 0.215287428571
588.707142857 0.215287428571
589.171428571 0.214804571429
589.635714286 0.214804571429
590.1 0.214321714286
590.564285714 0.214321714286
591.028571429 0.213838857143
591.492857143 0.213838857143
591.957142857 0.213838857143
592.421428571 0.213356
592.885714286 0.213356
593.35 0.212810285714
593.814285714 0.212810285714
594.278571429 0.212234571429
594.742857143 0.212234571429
595.207142857 0.211658857143
595.671428571 0.211658857143
596.135714286 0.211083142857
596.6 0.211083142857
597.064285714 0.210507428571
597.528571429 0.210507428571
597.992857143 0.210507428571
598.457142857 0.209899142857
598.921428571 0.209899142857
599.385714286 0.209212
599.85 0.209212
600.314285714 0.208524857143
600.778571429 0.208524857143
601.242857143 0.207837714286
601.707142857 0.207837714286
602.171428571 0.207150571429
602.635714286 0.207150571429
603.1 0.206463428571
603.564285714 0.206463428571
604.028571429 0.205388571429
604.492857143 0.205388571429
604.957142857 0.205388571429
605.421428571 0.204274285714
605.885714286 0.204274285714
606.35 0.20316
606.814285714 0.20316
607.278571429 0.202045714286
607.742857143 0.202045714286
608.207142857 0.200931428571
608.671428571 0.200931428571
609.135714286 0.199244
609.6 0.199244
610.064285714 0.197034
610.528571429 0.197034
610.992857143 0.197034
611.457142857 0.194824
611.921428571 0.194824
612.385714286 0.192614
612.85 0.192614
613.314285714 0.190404
613.778571429 0.190404
614.242857143 0.188055142857
614.707142857 0.188055142857
615.171428571 0.184842285714
615.635714286 0.184842285714
616.1 0.181629428571
616.564285714 0.181629428571
617.028571429 0.178416571429
617.492857143 0.178416571429
617.957142857 0.178416571429
618.421428571 0.175203714286
618.885714286 0.175203714286
619.35 0.171990857143
619.814285714 0.171990857143
620.278571429 0.169282
620.742857143 0.169282
621.207142857 0.166737714286
621.671428571 0.166737714286
622.135714286 0.164193428571
622.6 0.164193428571
623.064285714 0.161649142857
623.528571429 0.161649142857
623.992857143 0.161649142857
624.457142857 0.159104857143
624.921428571 0.159104857143
625.385714286 0.157431428571
625.85 0.157431428571
626.314285714 0.157245714286
626.778571429 0.157245714286
627.242857143 0.15706
627.707142857 0.15706
628.171428571 0.156874285714
628.635714286 0.156874285714
629.1 0.156688571429
629.564285714 0.156688571429
630.028571429 0.156502857143
630.492857143 0.156502857143
630.957142857 0.156502857143
631.421428571 0.158346857143
631.885714286 0.158346857143
632.35 0.160222571429
632.814285714 0.160222571429
633.278571429 0.162098285714
633.742857143 0.162098285714
634.207142857 0.163974
634.671428571 0.163974
635.135714286 0.165849714286
635.6 0.165849714286
636.064285714 0.167758857143
636.528571429 0.167758857143
636.992857143 0.167758857143
637.457142857 0.169690285714
637.921428571 0.169690285714
638.385714286 0.171621714286
638.85 0.171621714286
639.314285714 0.173553142857
639.778571429 0.173553142857
640.242857143 0.175484571429
640.707142857 0.175484571429
641.171428571 0.177164
641.635714286 0.177164
642.1 0.177925428571
642.564285714 0.177925428571
643.028571429 0.178686857143
643.492857143 0.178686857143
643.957142857 0.178686857143
644.421428571 0.179448285714
644.885714286 0.179448285714
645.35 0.180209714286
645.814285714 0.180209714286
646.278571429 0.180971142857
646.742857143 0.180971142857
647.207142857 0.180868571429
647.671428571 0.180868571429
648.135714286 0.18059
648.6 0.18059
649.064285714 0.180311428571
649.528571429 0.180311428571
649.992857143 0.180311428571
650.457142857 0.180032857143
650.921428571 0.180032857143
651.385714286 0.179754285714
651.85 0.179754285714
652.314285714 0.179426
652.778571429 0.179426
653.242857143 0.179036
653.707142857 0.179036
654.171428571 0.178646
654.635714286 0.178646
655.1 0.178256
655.564285714 0.178256
656.028571429 0.177866
656.492857143 0.177866
656.957142857 0.177866
657.421428571 0.177477142857
657.885714286 0.177477142857
658.35 0.177105714286
658.814285714 0.177105714286
659.278571429 0.176734285714
659.742857143 0.176734285714
660.207142857 0.176362857143
660.671428571 0.176362857143
661.135714286 0.175991428571
661.6 0.175991428571
662.064285714 0.17562
662.528571429 0.17562
662.992857143 0.17562
663.457142857 0.175223428571
663.921428571 0.175223428571
664.385714286 0.174814857143
664.85 0.174814857143
665.314285714 0.174406285714
665.778571429 0.174406285714
666.242857143 0.173997714286
666.707142857 0.173997714286
667.171428571 0.173589142857
667.635714286 0.173589142857
668.1 0.173186
668.564285714 0.173186
669.028571429 0.172796
669.492857143 0.172796
669.957142857 0.172796
670.421428571 0.172406
670.885714286 0.172406
671.35 0.172016
671.814285714 0.172016
672.278571429 0.171626
672.742857143 0.171626
673.207142857 0.171236
673.671428571 0.171236
674.135714286 0.170525714286
674.6 0.170525714286
675.064285714 0.169782857143
675.528571429 0.169782857143
675.992857143 0.169782857143
676.457142857 0.16904
676.921428571 0.16904
677.385714286 0.168297142857
677.85 0.168297142857
678.314285714 0.167554285714
678.778571429 0.167554285714
679.242857143 0.166947428571
679.707142857 0.166947428571
680.171428571 0.166464571429
680.635714286 0.166464571429
681.1 0.165981714286
681.564285714 0.165981714286
682.028571429 0.165498857143
682.492857143 0.165498857143
682.957142857 0.165498857143
683.421428571 0.165016
683.885714286 0.165016
684.35 0.164538285714
684.814285714 0.164538285714
685.278571429 0.164092571429
685.742857143 0.164092571429
686.207142857 0.163646857143
686.671428571 0.163646857143
687.135714286 0.163201142857
687.6 0.163201142857
688.064285714 0.162755428571
688.528571429 0.162755428571
688.992857143 0.162755428571
689.457142857 0.162309714286
689.921428571 0.162309714286
690.385714286 0.161766
690.85 0.161766
691.314285714 0.161190285714
691.778571429 0.161190285714
692.242857143 0.160614571429
692.707142857 0.160614571429
693.171428571 0.160038857143
693.635714286 0.160038857143
694.1 0.159463142857
694.564285714 0.159463142857
695.028571429 0.158921714286
695.492857143 0.158921714286
695.957142857 0.158921714286
696.421428571 0.158438857143
696.885714286 0.158438857143
697.35 0.157956
697.814285714 0.157956
698.278571429 0.157473142857
698.742857143 0.157473142857
699.207142857 0.156990285714
699.671428571 0.156990285714
700.135714286 0.156507428571
700.6 0.156507428571
701.064285714 0.156317142857
701.528571429 0.156317142857
701.992857143 0.156317142857
702.457142857 0.156131428571
702.921428571 0.156131428571
703.385714286 0.155945714286
703.85 0.155945714286
704.314285714 0.15576
704.778571429 0.15576
705.242857143 0.155574285714
705.707142857 0.155574285714
706.171428571 0.155288285714
706.635714286 0.155288285714
707.1 0.154935428571
707.564285714 0.154935428571
708.028571429 0.154582571429
708.492857143 0.154582571429
708.957142857 0.154582571429
709.421428571 0.154229714286
709.885714286 0.154229714286
710.35 0.153876857143
710.814285714 0.153876857143
711.278571429 0.153492
711.742857143 0.153492
712.207142857 0.152990571429
712.671428571 0.152990571429
713.135714286 0.152489142857
713.6 0.152489142857
714.064285714 0.151987714286
714.528571429 0.151987714286
714.992857143 0.151987714286
715.457142857 0.151486285714
715.921428571 0.151486285714
716.385714286 0.150984857143
716.85 0.150984857143
717.314285714 0.150714857143
717.778571429 0.150714857143
718.242857143 0.150492
718.707142857 0.150492
719.171428571 0.150269142857
719.635714286 0.150269142857
720.1 0.150046285714
720.564285714 0.150046285714
721.028571429 0.149823428571
721.492857143 0.149823428571
721.957142857 0.149823428571
722.421428571 0.149550857143
722.885714286 0.149550857143
723.35 0.149216571429
723.814285714 0.149216571429
724.278571429 0.148882285714
724.742857143 0.148882285714
725.207142857 0.148548
725.671428571 0.148548
726.135714286 0.148213714286
726.6 0.148213714286
727.064285714 0.147880571429
727.528571429 0.147880571429
727.992857143 0.147880571429
728.457142857 0.147564857143
728.921428571 0.147564857143
729.385714286 0.147249142857
729.85 0.147249142857
730.314285714 0.146933428571
730.778571429 0.146933428571
731.242857143 0.146617714286
731.707142857 0.146617714286
732.171428571 0.146302
732.635714286 0.146302
733.1 0.145885714286
733.564285714 0.145885714286
